acceleration_x,acceleration_y,acceleration_z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.0,1e-06,0.101814
-3e-06,1.7e-05,0.265231
-1.3e-05,6.8e-05,0.428065
-3.1e-05,0.000174,0.586353
-6.2e-05,0.000344,0.739044
-0.000105,0.000582,0.885977
-0.000162,0.000882,1.027222
-0.000232,0.001234,1.163022
-0.000312,0.001625,1.293664
-0.000398,0.002043,1.419412
-0.000488,0.002474,1.540486
-0.000577,0.002906,1.657023
-0.000663,0.003327,1.769018
-0.000744,0.003729,1.876465
-0.000818,0.004105,1.979383
-0.000883,0.004448,2.077811
-0.000988,0.005029,2.2614
-0.001027,0.005266,2.346678
-0.001059,0.005467,2.427696
-0.001083,0.005631,2.504521
-0.001099,0.005759,2.577222
-0.001108,0.005851,2.64587
-0.00111,0.005906,2.710534
-0.001106,0.005925,2.771284
-0.001095,0.005911,2.828191
-0.00108,0.005866,2.881291
-0.00106,0.005795,2.930491
-0.001037,0.005702,2.975723
-0.001012,0.005593,3.016969
-0.000987,0.005482,3.054252
-0.00097,0.005403,3.087618
-0.000955,0.005334,3.117136
-0.000945,0.005288,3.142884
-0.000942,0.005277,3.164951
-0.000946,0.005305,3.183432
-0.000957,0.00537,3.198422
-0.000972,0.005464,3.210009
-0.000991,0.005579,3.218257
-0.001011,0.005705,3.223245
-0.00103,0.005837,3.225057
-0.001049,0.005969,3.223778
-0.001067,0.006096,3.21949
-0.001083,0.006218,3.212247
-0.001098,0.006334,3.202031
-0.001112,0.006442,3.188846
-0.001125,0.006544,3.172721
-0.001138,0.006639,3.153707
-0.001149,0.006728,3.131871
-0.00116,0.006812,3.107283
-0.001171,0.00689,3.080023
-0.001182,0.006965,3.050171
-0.001192,0.007036,3.017807
-0.001201,0.007101,2.983011
-0.001209,0.007159,2.945865
-0.001215,0.007208,2.906446
-0.001221,0.007248,2.864831
-0.001224,0.007279,2.821092
-0.001225,0.007296,2.775301
-0.001224,0.0073,2.72753
-0.00122,0.007288,2.677844
-0.001214,0.00726,2.62631
-0.001206,0.007217,2.572992
-0.001195,0.00716,2.517951
-0.001182,0.00709,2.461245
-0.001167,0.007008,2.402934
-0.001151,0.006917,2.343073
-0.001134,0.006819,2.281715
-0.001117,0.006714,2.218906
-0.001098,0.006606,2.154659
-0.001079,0.006494,2.088984
-0.00106,0.006381,2.021905
-0.001041,0.006267,1.953456
-0.001022,0.006154,1.883675
-0.001003,0.006041,1.812605
-0.000984,0.00593,1.74029
-0.000947,0.005713,1.592109
-0.000947,0.005713,1.592109
-0.000911,0.005504,1.440156
-0.000893,0.005401,1.363579
-0.000893,0.005401,1.363579
-0.000857,0.005199,1.211146
-0.000839,0.005099,1.135995
-0.000822,0.004999,1.061969
-0.000804,0.004899,0.989337
-0.000786,0.004799,0.918314
-0.000769,0.004698,0.849042
-0.000751,0.004597,0.78164
-0.000733,0.004496,0.716223
-0.000715,0.004394,0.652896
-0.000697,0.004292,0.591757
-0.000679,0.004189,0.532892
-0.000662,0.004087,0.476378
-0.000644,0.003984,0.42228
-0.000626,0.003881,0.37065
-0.000608,0.003779,0.321528
-0.000591,0.003677,0.274939
-0.000573,0.003575,0.230868
-0.000556,0.003474,0.189293
-0.000539,0.003374,0.150197
-0.000522,0.003275,0.113564
-0.000505,0.003177,0.079374
-0.000489,0.003081,0.047597
-0.000473,0.002986,0.018198
-0.000457,0.002893,-0.008869
-0.000441,0.002801,-0.033654
-0.000426,0.002711,-0.056219
-0.000411,0.002624,-0.076631
-0.000397,0.002538,-0.094981
-0.000383,0.002454,-0.111405
-0.000369,0.002372,-0.126024
-0.000356,0.002292,-0.138943
-0.000342,0.002214,-0.150255
-0.00033,0.002138,-0.160046
-0.000317,0.002064,-0.168392
-0.000305,0.001992,-0.175368
-0.000293,0.001922,-0.181045
-0.000282,0.001854,-0.185492
-0.000271,0.001787,-0.18878
-0.00026,0.001722,-0.190977
-0.000249,0.001658,-0.192151
-0.000239,0.001596,-0.19237
-0.000229,0.001535,-0.191701
-0.000219,0.001475,-0.19021
-0.00021,0.001417,-0.187962
-0.0002,0.00136,-0.185022
-0.000191,0.001305,-0.181452
-0.000182,0.00125,-0.177312
-0.000174,0.001197,-0.172662
-0.000165,0.001144,-0.167559
-0.000149,0.001043,-0.15621
-0.000141,0.000994,-0.150067
-0.000133,0.000946,-0.143677
-0.000126,0.000899,-0.137086
-0.000118,0.000853,-0.130336
-0.000111,0.000808,-0.123467
-0.000104,0.000764,-0.116519
-9.7e-05,0.000722,-0.109526
-9e-05,0.00068,-0.102523
-8.4e-05,0.000639,-0.095538
-7.7e-05,0.000599,-0.088602
-7.1e-05,0.000559,-0.081739
-6.5e-05,0.000521,-0.074974
-5.9e-05,0.000484,-0.068328
-5.3e-05,0.000447,-0.06182
-4.7e-05,0.000412,-0.055468
-4.2e-05,0.000377,-0.049286
-3.6e-05,0.000343,-0.043288
-3.1e-05,0.000309,-0.037484
-2.6e-05,0.000277,-0.031886
-2.1e-05,0.000245,-0.026501
-1.6e-05,0.000214,-0.021335
-1.1e-05,0.000184,-0.016393
-6e-06,0.000154,-0.011679
-2e-06,0.000125,-0.007194
3e-06,9.7e-05,-0.002941
7e-06,6.9e-05,0.001081
1.1e-05,4.2e-05,0.004873
1.5e-05,1.6e-05,0.008437
1.9e-05,-1e-05,0.011777
2.3e-05,-3.5e-05,0.014894
2.7e-05,-6e-05,0.017795
3.1e-05,-8.4e-05,0.020484
3.4e-05,-0.000107,0.022966
3.8e-05,-0.00013,0.025248
4.1e-05,-0.000152,0.027336
4.4e-05,-0.000174,0.029236
4.8e-05,-0.000195,0.030956
5.1e-05,-0.000216,0.032503
5.4e-05,-0.000236,0.033885
5.7e-05,-0.000256,0.035108
6e-05,-0.000275,0.036182
6.3e-05,-0.000294,0.037113
6.5e-05,-0.000312,0.037909
6.8e-05,-0.00033,0.038578
7.1e-05,-0.000348,0.039128
7.3e-05,-0.000365,0.039567
7.6e-05,-0.000381,0.039903
7.8e-05,-0.000397,0.040143
8.1e-05,-0.000413,0.040295
8.3e-05,-0.000428,0.040366
8.5e-05,-0.000443,0.040361
8.8e-05,-0.000458,0.040288
9e-05,-0.000472,0.040152
9.2e-05,-0.000485,0.039959
9.6e-05,-0.000512,0.039422
9.8e-05,-0.000525,0.039088
9.9e-05,-0.000537,0.038717
9.9e-05,-0.000537,0.038717
0.000103,-0.00056,0.03788
0.000104,-0.000572,0.037422
0.000106,-0.000583,0.036943
0.000107,-0.000593,0.036445
0.000109,-0.000604,0.035933
0.00011,-0.000614,0.035409
0.000111,-0.000624,0.034876
0.000113,-0.000633,0.034337
0.000114,-0.000642,0.033792
0.000115,-0.000651,0.033246
0.000117,-0.00066,0.0327
0.000118,-0.000668,0.032155
0.000119,-0.000676,0.031613
0.000121,-0.000684,0.031076
0.000122,-0.000692,0.030545
0.000123,-0.000699,0.030022
0.000124,-0.000706,0.029506
0.000125,-0.000713,0.028999
0.000126,-0.00072,0.028502
0.000127,-0.000726,0.028016
0.000128,-0.000732,0.027541
0.000129,-0.000738,0.027077
0.00013,-0.000744,0.026626
0.000131,-0.00075,0.026186
0.000131,-0.000755,0.025759
0.000132,-0.00076,0.025344
0.000132,-0.000765,0.024943
0.000133,-0.00077,0.024554
0.000133,-0.000774,0.024177
0.000133,-0.000779,0.023813
0.000134,-0.000783,0.023461
0.000134,-0.000787,0.023122
0.000134,-0.000791,0.022795
0.000134,-0.000795,0.022479
0.000135,-0.000798,0.022175
0.000135,-0.000802,0.021883
0.000135,-0.000805,0.021601
0.000135,-0.000808,0.02133
0.000136,-0.000811,0.021069
0.000136,-0.000814,0.020819
0.000136,-0.000816,0.020577
0.000136,-0.000819,0.020345
0.000136,-0.000821,0.020122
0.000136,-0.000823,0.019908
0.000137,-0.000825,0.019701
0.000137,-0.000827,0.019503
0.000137,-0.000829,0.019311
0.000137,-0.000833,0.018949
0.000137,-0.000833,0.018949
0.000137,-0.000836,0.018613
0.000137,-0.000837,0.018453
0.000137,-0.000838,0.018299
0.000137,-0.000839,0.01815
0.000137,-0.00084,0.018005
0.000137,-0.000841,0.017865
0.000137,-0.000842,0.017729
0.000137,-0.000842,0.017597
0.000137,-0.000843,0.017468
0.000137,-0.000843,0.017343
0.000137,-0.000844,0.017221
0.000137,-0.000844,0.017101
0.000137,-0.000845,0.016985
0.000137,-0.000845,0.01687
0.000137,-0.000845,0.016759
0.000136,-0.000845,0.016649
0.000136,-0.000845,0.016541
0.000136,-0.000845,0.016435
0.000136,-0.000845,0.01633
0.000136,-0.000845,0.016227
0.000136,-0.000845,0.016125
0.000135,-0.000844,0.016024
0.000135,-0.000844,0.015925
0.000135,-0.000844,0.015826
0.000135,-0.000843,0.015729
0.000135,-0.000843,0.015632
0.000134,-0.000842,0.015536
0.000134,-0.000842,0.015441
0.000134,-0.000841,0.015346
0.000134,-0.00084,0.015251
0.000133,-0.00084,0.015158
0.000133,-0.000839,0.015064
0.000133,-0.000838,0.014971
0.000132,-0.000838,0.014878
0.000132,-0.000837,0.014786
0.000132,-0.000836,0.014694
0.000132,-0.000835,0.014602
0.000131,-0.000834,0.01451
0.000131,-0.000833,0.014419
0.000131,-0.000832,0.014328
0.00013,-0.000831,0.014237
0.00013,-0.00083,0.014147
0.00013,-0.000828,0.014056
0.000129,-0.000827,0.013966
0.000129,-0.000826,0.013876
0.000128,-0.000824,0.013786
0.000128,-0.000823,0.013696
0.000128,-0.000821,0.013607
0.000127,-0.00082,0.013518
0.000127,-0.000818,0.013428
0.000126,-0.000817,0.013339
0.000126,-0.000815,0.013251
0.000126,-0.000813,0.013162
0.000125,-0.000812,0.013074
0.000125,-0.00081,0.012986
0.000124,-0.000808,0.012899
0.000124,-0.000806,0.012812
0.000123,-0.000805,0.012724
0.000123,-0.000803,0.012638
0.000123,-0.000801,0.012551
0.000122,-0.000799,0.012465
0.000121,-0.000796,0.012294
0.000121,-0.000794,0.012209
0.00012,-0.000792,0.012124
0.00012,-0.00079,0.012039
0.000119,-0.000788,0.011955
0.000119,-0.000786,0.011872
0.000118,-0.000784,0.011789
0.000117,-0.000782,0.011706
0.000117,-0.00078,0.011624
0.000116,-0.000778,0.011542
0.000116,-0.000776,0.011461
0.000116,-0.000774,0.01138
0.000115,-0.000772,0.0113
0.000115,-0.00077,0.01122
0.000115,-0.000768,0.01114
0.000115,-0.000766,0.011062
0.000114,-0.000764,0.010983
0.000114,-0.000761,0.010905
0.000114,-0.000759,0.010828
0.000114,-0.000757,0.010751
0.000114,-0.000755,0.010675
0.000114,-0.000753,0.010599
0.000114,-0.000751,0.010524
0.000114,-0.000749,0.010449
0.000114,-0.000746,0.010374
0.000114,-0.000744,0.0103
0.000114,-0.000742,0.010227
0.000114,-0.00074,0.010154
0.000114,-0.000738,0.010082
0.000114,-0.000736,0.01001
0.000114,-0.000733,0.009938
0.000114,-0.000731,0.009867
0.000114,-0.000729,0.009797
0.000114,-0.000727,0.009727
0.000114,-0.000725,0.009658
0.000113,-0.000723,0.009589
0.000113,-0.000721,0.009521
0.000113,-0.000718,0.009453
0.000113,-0.000716,0.009385
0.000113,-0.000714,0.009319
0.000113,-0.000712,0.009252
0.000113,-0.00071,0.009186
0.000113,-0.000708,0.009121
0.000112,-0.000706,0.009056
0.000112,-0.000703,0.008992
0.000112,-0.000701,0.008927
0.000112,-0.000699,0.008864
0.000112,-0.000697,0.008801
0.000112,-0.000695,0.008738
0.000112,-0.000693,0.008676
0.000111,-0.00069,0.008614
0.000111,-0.000688,0.008553
0.000111,-0.000686,0.008492
0.000111,-0.000684,0.008432
0.000111,-0.000682,0.008372
0.000111,-0.00068,0.008312
0.000111,-0.000678,0.008253
0.00011,-0.000675,0.008195
0.00011,-0.000673,0.008137
0.00011,-0.000671,0.008079
0.00011,-0.000669,0.008022
0.00011,-0.000667,0.007965
0.00011,-0.000665,0.007908
0.000109,-0.000661,0.007797
0.000109,-0.000659,0.007741
0.000109,-0.000657,0.007687
0.000109,-0.000654,0.007632
0.000109,-0.000652,0.007578
0.000108,-0.00065,0.007524
0.000108,-0.000648,0.007471
0.000108,-0.000646,0.007418
0.000108,-0.000644,0.007366
0.000108,-0.000642,0.007314
0.000107,-0.00064,0.007262
0.000107,-0.000638,0.00721
0.000107,-0.000636,0.007159
0.000107,-0.000634,0.007109
0.000107,-0.000632,0.007059
0.000106,-0.00063,0.007009
0.000106,-0.000628,0.006959
0.000106,-0.000626,0.00691
0.000106,-0.000624,0.006861
0.000106,-0.000622,0.006813
0.000105,-0.00062,0.006765
0.000105,-0.000618,0.006717
0.000105,-0.000616,0.006669
0.000105,-0.000614,0.006622
0.000104,-0.000612,0.006575
0.000104,-0.00061,0.006529
0.000104,-0.000608,0.006483
0.000104,-0.000606,0.006437
0.000103,-0.000604,0.006392
0.000103,-0.000603,0.006346
0.000103,-0.000601,0.006302
0.000103,-0.000599,0.006257
0.000102,-0.000597,0.006213
0.000102,-0.000595,0.006169
0.000102,-0.000593,0.006126
0.000102,-0.000591,0.006082
0.000101,-0.000589,0.006039
0.000101,-0.000587,0.005997
0.000101,-0.000586,0.005954
0.0001,-0.000584,0.005912
0.0001,-0.000582,0.005871
0.0001,-0.00058,0.005829
0.0001,-0.000578,0.005788
9.9e-05,-0.000576,0.005747
9.9e-05,-0.000575,0.005707
9.9e-05,-0.000573,0.005666
9.8e-05,-0.000571,0.005627
9.8e-05,-0.000569,0.005587
9.8e-05,-0.000567,0.005547
9.8e-05,-0.000565,0.005508
9.7e-05,-0.000563,0.005469
9.7e-05,-0.000562,0.005431
9.7e-05,-0.00056,0.005392
9.6e-05,-0.000556,0.005317
9.6e-05,-0.000554,0.005279
9.5e-05,-0.000553,0.005242
9.5e-05,-0.000551,0.005205
9.5e-05,-0.000549,0.005168
9.4e-05,-0.000547,0.005132
9.4e-05,-0.000547,0.005132
9.4e-05,-0.000544,0.00506
9.4e-05,-0.000542,0.005024
9.3e-05,-0.00054,0.004989
9.3e-05,-0.000539,0.004954
9.3e-05,-0.000537,0.004919
9.2e-05,-0.000535,0.004885
9.2e-05,-0.000534,0.00485
9.2e-05,-0.000532,0.004816
9.1e-05,-0.000531,0.004782
9.1e-05,-0.000529,0.004748
9e-05,-0.000527,0.004715
9e-05,-0.000526,0.004681
9e-05,-0.000524,0.004648
8.9e-05,-0.000522,0.004616
8.9e-05,-0.000521,0.004583
8.8e-05,-0.000519,0.004551
8.8e-05,-0.000518,0.004519
8.7e-05,-0.000516,0.004487
8.7e-05,-0.000515,0.004455
8.7e-05,-0.000513,0.004424
8.6e-05,-0.000511,0.004392
8.6e-05,-0.00051,0.004361
8.5e-05,-0.000508,0.00433
8.5e-05,-0.000507,0.0043
8.5e-05,-0.000505,0.004269
8.4e-05,-0.000503,0.004239
8.4e-05,-0.000502,0.004209
8.3e-05,-0.0005,0.004179
8.3e-05,-0.000499,0.004149
8.3e-05,-0.000497,0.00412
8.2e-05,-0.000496,0.004091
8.2e-05,-0.000494,0.004062
8.1e-05,-0.000493,0.004033
8.1e-05,-0.000491,0.004004
8e-05,-0.00049,0.003976
8e-05,-0.000488,0.003948
8e-05,-0.000487,0.00392
7.9e-05,-0.000485,0.003892
7.9e-05,-0.000484,0.003864
7.8e-05,-0.000482,0.003837
7.8e-05,-0.000481,0.00381
7.7e-05,-0.000479,0.003783
7.7e-05,-0.000478,0.003756
7.6e-05,-0.000476,0.003729
7.6e-05,-0.000475,0.003703
7.5e-05,-0.000472,0.003651
7.5e-05,-0.00047,0.003625
7.4e-05,-0.000469,0.003599
