velocity_data_x,velocity_data_y,velocity_data_z
-0.446429,1.412975,-0.00016
-0.4465229999999999,1.413054,-0.000159
-0.446617,1.413133,-0.000158
-0.4467109999999999,1.413211,-0.000158
-0.446805,1.41329,-0.000158
-0.4469,1.413367,-0.000157
-0.4469939999999999,1.413444,-0.000157
-0.447089,1.4135209999999998,-0.000157
-0.447184,1.413597,-0.000157
-0.44728,1.413673,-0.000157
-0.447375,1.413748,-0.000156
-0.44747,1.413823,-0.000156
-0.447565,1.413897,-0.000156
-0.447659,1.413971,-0.000156
-0.447752,1.414045,-0.000156
-0.447842,1.414118,-0.000156
-0.447931,1.414191,-0.000156
-0.448017,1.4142629999999998,-0.000156
-0.448101,1.414335,-0.000156
-0.4481819999999999,1.414407,-0.000156
-0.448262,1.414478,-0.000157
-0.448339,1.414549,-0.000157
-0.4484149999999999,1.414619,-0.000157
-0.4484899999999999,1.414689,-0.000157
-0.448563,1.414758,-0.000157
-0.448635,1.414828,-0.000157
-0.448706,1.414896,-0.000158
-0.448777,1.414964,-0.000158
-0.448847,1.415032,-0.000158
-0.448917,1.415099,-0.000158
-0.4489869999999999,1.415165,-0.000158
-0.449056,1.415231,-0.000158
-0.449126,1.415297,-0.000158
-0.449264,1.415425,-0.000158
-0.449334,1.415489,-0.000158
-0.449403,1.415552,-0.000158
-0.4494729999999999,1.415614,-0.000159
-0.449542,1.415677,-0.000159
-0.449612,1.415738,-0.000159
-0.449681,1.4158,-0.000159
-0.449751,1.41586,-0.000159
-0.449821,1.415921,-0.000159
-0.449891,1.41598,-0.000159
-0.4499609999999999,1.41604,-0.000159
-0.450031,1.416098,-0.000159
-0.450102,1.416156,-0.000159
-0.450172,1.416214,-0.000159
-0.450243,1.4162709999999998,-0.000159
-0.450314,1.416328,-0.000159
-0.450384,1.416385,-0.000159
-0.450455,1.41644,-0.000159
-0.450524,1.416496,-0.000159
-0.450593,1.416551,-0.000159
-0.450659,1.416605,-0.000159
-0.4507229999999999,1.416659,-0.000159
-0.450785,1.416712,-0.000159
-0.450845,1.416764,-0.00016
-0.450902,1.416816,-0.00016
-0.450956,1.416867,-0.00016
-0.451009,1.416918,-0.00016
-0.45106,1.416969,-0.00016
-0.451109,1.417019,-0.00016
-0.451156,1.417068,-0.00016
-0.4512029999999999,1.417118,-0.00016
-0.451248,1.417166,-0.000161
-0.451293,1.417215,-0.000161
-0.451338,1.417263,-0.000161
-0.451381,1.417311,-0.000161
-0.451425,1.417358,-0.000161
-0.451468,1.417405,-0.000161
-0.4515109999999999,1.417451,-0.000161
-0.451555,1.417498,-0.000161
-0.4515979999999999,1.417543,-0.000161
-0.4516409999999999,1.4175879999999998,-0.000161
-0.451684,1.417633,-0.000161
-0.451727,1.417678,-0.000161
-0.45177,1.417722,-0.000161
-0.451813,1.417765,-0.000161
-0.451856,1.417808,-0.000161
-0.451899,1.417851,-0.000161
-0.451942,1.417893,-0.000161
-0.451985,1.417935,-0.000161
-0.452028,1.417976,-0.000161
-0.452071,1.418016,-0.000161
-0.452115,1.418056,-0.000161
-0.452158,1.418096,-0.000161
-0.452201,1.418136,-0.000161
-0.452244,1.418174,-0.000161
-0.452287,1.418213,-0.000161
-0.452331,1.418251,-0.000161
-0.452374,1.418289,-0.000161
-0.452418,1.418326,-0.000161
-0.4524609999999999,1.4183629999999998,-0.000161
-0.452505,1.4184,-0.000161
-0.452549,1.4184370000000002,-0.000161
-0.452593,1.418473,-0.000161
-0.452637,1.418509,-0.000161
-0.452681,1.418544,-0.000162
-0.452726,1.418579,-0.000162
-0.45277,1.418614,-0.000162
-0.4528149999999999,1.418649,-0.000162
-0.452859,1.418684,-0.000162
-0.452904,1.418718,-0.000162
-0.452949,1.418752,-0.000161
-0.4529939999999999,1.418785,-0.000161
-0.4530399999999999,1.418818,-0.000161
-0.453085,1.418851,-0.000161
-0.45313,1.418883,-0.000162
-0.453176,1.418915,-0.000162
-0.453222,1.4189459999999998,-0.000162
-0.453268,1.418977,-0.000162
-0.453314,1.419008,-0.000162
-0.453405,1.419069,-0.000161
-0.45345,1.419099,-0.000161
-0.4534939999999999,1.419129,-0.000161
-0.453535,1.419158,-0.000161
-0.453575,1.419187,-0.000161
-0.453612,1.419216,-0.000161
-0.453646,1.419244,-0.000162
-0.453679,1.419272,-0.000162
-0.453708,1.419299,-0.000162
-0.453736,1.419327,-0.000162
-0.453762,1.419354,-0.000162
-0.453787,1.41938,-0.000162
-0.45381,1.419407,-0.000162
-0.4538319999999999,1.419434,-0.000162
-0.4538529999999999,1.41946,-0.000162
-0.4538729999999999,1.419486,-0.000162
-0.453893,1.419512,-0.000162
-0.453913,1.419538,-0.000162
-0.4539319999999999,1.419564,-0.000162
-0.453952,1.41959,-0.000161
-0.453971,1.419615,-0.000161
-0.4539899999999999,1.41964,-0.000161
-0.454009,1.419665,-0.000161
-0.454028,1.419689,-0.000161
-0.454047,1.419713,-0.000161
-0.4540659999999999,1.419736,-0.000161
-0.454085,1.419758,-0.000161
-0.454104,1.419781,-0.000161
-0.4541229999999999,1.419803,-0.000161
-0.454143,1.419825,-0.000161
-0.454162,1.419846,-0.000161
-0.454181,1.419867,-0.000161
-0.454201,1.419889,-0.000161
-0.4542199999999999,1.41991,-0.000161
-0.45424,1.419931,-0.000161
-0.454259,1.419952,-0.000161
-0.454279,1.419973,-0.000161
-0.4542989999999999,1.419994,-0.000161
-0.454319,1.420015,-0.000161
-0.454339,1.420037,-0.00016
-0.454359,1.420058,-0.00016
-0.454379,1.420079,-0.00016
-0.454399,1.420101,-0.00016
-0.45442,1.420123,-0.00016
-0.4544399999999999,1.420145,-0.00016
-0.4544609999999999,1.420166,-0.00016
-0.454482,1.420188,-0.00016
-0.454502,1.420211,-0.00016
-0.4545229999999999,1.420233,-0.00016
-0.4545439999999999,1.4202549999999998,-0.00016
-0.4545659999999999,1.4202780000000002,-0.00016
-0.4545869999999999,1.420301,-0.00016
-0.454608,1.420323,-0.000159
-0.45463,1.420346,-0.000159
-0.454652,1.420368,-0.000159
-0.4546739999999999,1.42039,-0.000159
-0.454696,1.420411,-0.000159
-0.454718,1.420432,-0.000159
-0.45474,1.420453,-0.000159
-0.454762,1.420472,-0.000159
-0.454785,1.420491,-0.000159
-0.454808,1.42051,-0.000159
-0.45483,1.420528,-0.000159
-0.4548529999999999,1.4205450000000002,-0.000159
-0.454876,1.420562,-0.000159
-0.454899,1.420579,-0.000159
-0.454922,1.420595,-0.000159
-0.454946,1.420611,-0.000159
-0.4549689999999999,1.420627,-0.000159
-0.454993,1.420642,-0.000159
-0.455016,1.420657,-0.000159
-0.4550399999999999,1.420673,-0.000159
-0.455064,1.420688,-0.000159
-0.455088,1.4207040000000002,-0.000159
-0.455113,1.420719,-0.000159
-0.455137,1.420735,-0.000159
-0.455162,1.42075,-0.000159
-0.455187,1.420766,-0.000159
-0.455212,1.4207809999999998,-0.000159
-0.455237,1.420797,-0.000159
-0.455263,1.420813,-0.000159
-0.455289,1.42083,-0.000159
-0.4553149999999999,1.4208459999999998,-0.000159
-0.455341,1.420862,-0.000159
-0.4553939999999999,1.420895,-0.000159
-0.455421,1.4209120000000002,-0.000159
-0.455421,1.4209120000000002,-0.000159
-0.455475,1.4209459999999998,-0.000159
-0.455503,1.420963,-0.000159
-0.45553,1.42098,-0.000159
-0.455558,1.420998,-0.000159
-0.4555869999999999,1.421015,-0.000159
-0.4556149999999999,1.421033,-0.000159
-0.4556439999999999,1.421051,-0.000158
-0.455672,1.421069,-0.000158
-0.455702,1.421086,-0.000158
-0.455731,1.421104,-0.000158
-0.45576,1.4211200000000002,-0.000158
-0.45579,1.421137,-0.000158
-0.45582,1.421153,-0.000158
-0.45585,1.421168,-0.000158
-0.45588,1.421183,-0.000158
-0.4559109999999999,1.421198,-0.000158
-0.455941,1.421212,-0.000158
-0.455972,1.421227,-0.000159
-0.456003,1.42124,-0.000159
-0.456034,1.421254,-0.000159
-0.4560659999999999,1.421268,-0.000159
-0.4560979999999999,1.421281,-0.000159
-0.45613,1.421295,-0.000159
-0.456162,1.421309,-0.000158
-0.4561949999999999,1.421322,-0.000158
-0.4562279999999999,1.4213360000000002,-0.000158
-0.4562609999999999,1.42135,-0.000158
-0.456295,1.4213639999999998,-0.000158
-0.4563279999999999,1.421378,-0.000158
-0.456362,1.421392,-0.000158
-0.456396,1.421406,-0.000158
-0.456428,1.42142,-0.000158
-0.45646,1.421434,-0.000158
-0.456489,1.421448,-0.000158
-0.456517,1.421462,-0.000158
-0.456542,1.421475,-0.000158
-0.4565649999999999,1.421489,-0.000158
-0.456585,1.421502,-0.000158
-0.456603,1.421515,-0.000159
-0.4566189999999999,1.421528,-0.000159
-0.456633,1.421541,-0.000159
-0.4566449999999999,1.421554,-0.000159
-0.456656,1.421568,-0.000159
-0.4566659999999999,1.421581,-0.000159
-0.456675,1.421594,-0.000159
-0.456683,1.421608,-0.00016
-0.4566909999999999,1.421621,-0.00016
-0.4566989999999999,1.421635,-0.00016
-0.456706,1.421649,-0.00016
-0.456713,1.421662,-0.00016
-0.456719,1.421676,-0.00016
-0.456726,1.42169,-0.00016
-0.456733,1.421704,-0.00016
-0.45674,1.421718,-0.00016
-0.456746,1.421733,-0.00016
-0.4567529999999999,1.421747,-0.00016
-0.45676,1.421762,-0.00016
-0.456767,1.421776,-0.00016
-0.4567739999999999,1.421791,-0.00016
-0.456781,1.421806,-0.00016
-0.456788,1.42182,-0.00016
-0.456795,1.421835,-0.00016
-0.456802,1.421849,-0.00016
-0.456809,1.421863,-0.00016
-0.456817,1.421876,-0.00016
-0.4568239999999999,1.421889,-0.00016
-0.456831,1.421901,-0.000161
-0.456839,1.421913,-0.000161
-0.456846,1.421925,-0.000161
-0.4568529999999999,1.421936,-0.000161
-0.4568609999999999,1.4219469999999998,-0.000161
-0.456868,1.421958,-0.000161
-0.456876,1.421968,-0.000161
-0.456883,1.421979,-0.000161
-0.4568979999999999,1.422,-0.000161
-0.456906,1.422011,-0.000161
-0.456914,1.422021,-0.000161
-0.456921,1.422032,-0.000161
-0.456929,1.422043,-0.000161
-0.456937,1.4220540000000002,-0.000161
-0.456945,1.422065,-0.000161
-0.456953,1.422076,-0.000161
-0.456962,1.422087,-0.000162
-0.45697,1.422098,-0.000162
-0.456978,1.422109,-0.000162
-0.456987,1.422121,-0.000162
-0.456996,1.422132,-0.000162
-0.457005,1.422144,-0.000162
-0.457014,1.422156,-0.000162
-0.4570229999999999,1.422168,-0.000162
-0.457032,1.42218,-0.000162
-0.457041,1.422192,-0.000162
-0.457051,1.422204,-0.000162
-0.45706,1.422217,-0.000162
-0.45707,1.42223,-0.000162
-0.457079,1.422243,-0.000162
-0.457089,1.422256,-0.000162
-0.457099,1.422269,-0.000162
-0.457109,1.422282,-0.000162
-0.4571189999999999,1.422294,-0.000162
-0.457129,1.422307,-0.000162
-0.457139,1.42232,-0.000162
-0.4571489999999999,1.422332,-0.000162
-0.457159,1.422344,-0.000162
-0.4571689999999999,1.422357,-0.000162
-0.457179,1.422369,-0.000162
-0.457189,1.422381,-0.000162
-0.4572,1.422392,-0.000162
-0.45721,1.422404,-0.000162
-0.457221,1.422416,-0.000162
-0.457231,1.422428,-0.000162
-0.457242,1.42244,-0.000162
-0.4572529999999999,1.422451,-0.000162
-0.457264,1.4224629999999998,-0.000162
-0.457276,1.422476,-0.000162
-0.457287,1.422488,-0.000162
-0.4572989999999999,1.4225,-0.000162
-0.4573109999999999,1.422513,-0.000162
-0.457323,1.422525,-0.000162
-0.457334,1.422538,-0.000162
-0.457347,1.422551,-0.000162
-0.457359,1.422564,-0.000162
-0.457371,1.422576,-0.000162
-0.457384,1.422589,-0.000161
-0.457396,1.4226,-0.000161
-0.457409,1.422612,-0.000161
-0.457422,1.422623,-0.000161
-0.457435,1.422634,-0.000161
-0.457449,1.422644,-0.000161
-0.457462,1.4226530000000002,-0.000161
-0.457476,1.422662,-0.000161
-0.4574899999999999,1.422671,-0.000161
-0.457504,1.42268,-0.000161
-0.457518,1.422688,-0.000161
-0.457532,1.422697,-0.000161
-0.457547,1.422705,-0.000161
