velocity_data_x,velocity_data_y,velocity_data_z,acceleration_data_x,acceleration_data_y,acceleration_data_z,euler_data_r,euler_data_p,euler_data_y,angular_rate_data_vr,angular_rate_data_vp,angular_rate_data_vy,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
-1.552172,2.46291,-0.001241,8.8e-05,-0.000124,-4.6e-05,-0.037261,0.522288,2.296175,1.4e-05,0.000195,9e-06,0.0,0.0,0.0,0.0,578.812805,435.083527,-200.10379,199.926117,200.10379,99.922318,100.10379,0.022687,1.81257,200.10379,1038526043,12998763,100039,-156.868561,244.707809,0.145422,14,0,1
