velocity_data_x,velocity_data_y,velocity_data_z,acceleration_data_x,acceleration_data_y,acceleration_data_z,euler_data_r,euler_data_p,euler_data_y,angular_rate_data_vr,angular_rate_data_vp,angular_rate_data_vy,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
0.0,0.0,-5.3e-05,-0.0,0.0,-0.0,-0.001878,-0.001342,-0.105092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167111,-0.495815,-99.999695,99.822021,99.999695,99.822021,-0.000305,0.022596,1.812502,99.999695,1038486948,12946698,-70,0.407591,1.511628,1.631669,6,0,1
